state,StateAbbr,PlaceName,Population2010,ACCESS2_AdjPrev,BPHIGH_AdjPrev,BPMED_AdjPrev,CANCER_AdjPrev,CHD_AdjPrev,CHECKUP_AdjPrev,CHOLSCREEN_AdjPrev,COLON_SCREEN_AdjPrev,COPD_AdjPrev,COREM_AdjPrev,COREW_AdjPrev,DENTAL_AdjPrev,DIABETES_AdjPrev,HIGHCHOL_AdjPrev,LPA_AdjPrev,MAMMOUSE_AdjPrev,OBESITY_AdjPrev,PAPTEST_AdjPrev,PHLTH_AdjPrev,STROKE_AdjPrev,Geolocation,health_exp,region,division
Illinois,IL,Palatine,68557,11.3,24.5,57.9,5.8,4.8,68.6,74,65.5,4.5,37.4,33.7,69.7,7.4,30.7,19.3,78.8,22.8,82,9.1,2.2,"(42.1180663695, -88.042989882)",8262,Midwest,East North Central
Illinois,IL,Peoria,115007,14.5,33,62.1,5.8,6.2,66.8,72.5,58.8,6.8,30.5,27.4,61,10.4,32.6,25.6,76.6,34.2,79.5,12.7,3.3,"(40.7515684146, -89.615255458)",8262,Midwest,East North Central
Illinois,IL,Rockford,152871,19.1,33.8,62.7,5.8,6.7,64.4,70.5,55,7.8,30.2,25.5,53.7,11.2,35.2,31.1,69.8,37.5,77.3,15,3.5,"(42.2633180015, -89.0625958362)",8262,Midwest,East North Central
Illinois,IL,Schaumburg,74227,9,24.1,57.9,5.7,4.6,69.3,74.6,65.5,4.4,36.7,33.5,70.9,7.3,30.5,19.1,79.1,21.1,81.5,8.6,2.2,"(42.0305488755, -88.0838663543)",8262,Midwest,East North Central
Illinois,IL,Springfield,116250,12.7,32.9,63,6,5.9,65.5,73.7,60.3,6.5,35.9,31.1,62.8,9.3,31.8,24.7,74.4,32.2,80.3,11.9,2.9,"(39.7716473322, -89.6540780049)",8262,Midwest,East North Central
Illinois,IL,Waukegan,89078,25.9,31.6,62,5.2,6.9,64.6,72.1,53.4,7,24.5,23.2,52.7,13.1,32.6,32.6,74.1,35.6,77.3,15.6,3.7,"(42.3702955582, -87.8712595095)",8262,Midwest,East North Central
Indiana,IN,Bloomington,80405,16.5,32.8,62.6,6.2,6.3,62.2,70.6,61.7,7.3,32.2,27.8,62,9.3,35.1,23.1,71.9,29,75.7,12.5,2.8,"(39.1637458221, -86.5257124351)",8300,Midwest,East North Central
Indiana,IN,Carmel,79191,7.7,28,61.7,6.2,4.7,68.7,78.4,71.6,4.3,37.4,34.7,79.7,6.8,31,15,79.7,24.6,86.5,7.1,1.9,"(39.9658404613, -86.1461278461)",8300,Midwest,East North Central
Indiana,IN,Evansville,117429,18.2,35.9,65,6.1,6.9,71.1,72.2,63.1,9,31.9,29.1,59.6,10.5,33.8,28.9,74.3,35.1,77.8,14.3,3.3,"(37.9867158026, -87.538270731)",8300,Midwest,East North Central
Indiana,IN,Fishers,76794,8.1,28.3,61.9,6.2,4.8,68.8,78.8,71.3,4.4,37.1,34.8,79.1,7.1,30.9,15.4,79.6,25.7,86.9,7.4,1.9,"(39.9587635263, -85.969310702)",8300,Midwest,East North Central
Indiana,IN,Fort Wayne,253691,18.9,31.1,64.5,6.1,6.5,61,71.4,59.3,7.8,31.2,25.9,62.7,10.8,32.9,26.2,69.9,33.4,75.8,12.8,3.1,"(41.0884920417, -85.1435898792)",8300,Midwest,East North Central
Indiana,IN,Gary,80294,28.6,47.8,69.4,5.2,7.9,71,70.7,46.3,10.2,18.8,16.6,38.8,18.2,33.9,37.3,70.6,46.9,71.7,18.3,5.6,"(41.5904779239, -87.3472907397)",8300,Midwest,East North Central
Indiana,IN,Hammond,80830,27.3,36.4,63.3,5.6,7.3,64.3,70.2,47.2,8.9,24.2,21,48.5,13,34.4,32.2,66.5,37.5,72.4,15.8,3.6,"(41.6171442828, -87.4909551115)",8300,Midwest,East North Central
Indiana,IN,Indianapolis,820445,20,32.9,63.4,5.7,6.6,66.1,71.6,62,8.4,36.3,31.4,60.1,11.2,34.1,27.6,75.1,34.9,77,13.7,3.5,"(39.7771221075, -86.145782152)",8300,Midwest,East North Central
Indiana,IN,Lafayette,67140,18.6,31.5,62.8,6.2,6.7,64,72.8,59.1,8.2,27.3,30.1,58.9,9.7,35,25.4,68.4,31.8,74.4,13.3,3,"(40.3994285285, -86.8617007404)",8300,Midwest,East North Central
Indiana,IN,Muncie,70085,21.1,36.5,65.3,6.2,7.4,64.9,69.8,54.8,10.1,30.9,27.9,53.8,11.5,34.8,30.8,69.9,36.7,72.2,15.8,3.6,"(40.1987098324, -85.3942940148)",8300,Midwest,East North Central
Indiana,IN,South Bend,101168,22.9,34.4,65.4,6,7,61.2,70.8,56.3,8.7,29.1,27.8,54.2,12.1,34.4,29.6,69.9,37.3,74.3,15,3.7,"(41.6769914549, -86.2690372417)",8300,Midwest,East North Central
Iowa,IA,Cedar Rapids,126326,9.2,28.1,60.2,6.2,5.4,69.5,74.7,68.2,5.3,35.3,35.2,70.2,8.4,36,23.1,83,32,85.2,9.6,2.5,"(41.966729258, -91.6781679349)",8200,Midwest,West North Central
Iowa,IA,Davenport,99685,11.3,29.3,60.7,6,5.7,71.4,72.7,64.1,5.6,34.9,34.4,67.5,9.1,35.1,23.4,81.1,33.3,82.4,10.5,2.8,"(41.5557926876, -90.6051730163)",8200,Midwest,West North Central
Iowa,IA,Des Moines,203433,13,31.2,60.2,5.8,5.9,69.1,75.2,62.3,6.1,38.7,32.6,65.1,9.7,36.4,25.2,79.3,32.6,82.2,11.3,3,"(41.5741349525, -93.6165066086)",8200,Midwest,West North Central
Iowa,IA,Iowa City,67862,9.3,27.6,60.7,6,5.3,68.5,74,66.5,4.8,36.9,34,71.1,8,31.6,19.9,79.4,28.5,83.4,9.2,2.5,"(41.6558950332, -91.5308854927)",8200,Midwest,West North Central
Iowa,IA,Sioux City,82684,14.1,30.3,60.6,5.9,6,70.9,69.6,62.9,6.3,38.4,33.7,62.9,9.7,35.3,27.7,77,35.5,80.3,11.7,2.9,"(42.4963149039, -96.3913834837)",8200,Midwest,West North Central
Iowa,IA,Waterloo,68406,12.9,30,61.8,6,6.2,70.2,71.6,63.7,6.3,35.7,33.2,64,9.8,35,25.3,80,35.3,82.8,11.3,3.1,"(42.4919736932, -92.3521759342)",8200,Midwest,West North Central
Kansas,KS,Kansas City,145786,28.4,36.4,59.9,5.7,6.8,65.9,67.4,53.8,8.2,25,27,53.4,13.4,32.2,32.2,74.8,38.2,76.8,14.2,4,"(39.1234621409, -94.7441921112)",7651,Midwest,West North Central
Kansas,KS,Lawrence,87643,13.9,26.1,60.5,6.4,5.5,67.8,72.2,65.2,5.9,40,39.1,68,8.4,31.1,20.2,78.1,28.2,81.4,9.6,2.6,"(38.9599302924, -95.2628259088)",7651,Midwest,West North Central
Kansas,KS,Olathe,125872,12.2,26.7,60.9,6.4,4.9,69.3,77.5,68.5,5,43.6,36,75.2,8,32.2,19.6,81,27.3,85.6,8.2,2.3,"(38.884693021, -94.8192070197)",7651,Midwest,West North Central
Kansas,KS,Overland Park,173372,9.8,26,60.5,6.5,4.5,69.9,78,70.5,4.3,45.1,38,78.7,7.2,31.9,17.1,82.2,25.3,86.7,7.1,2.1,"(38.8872922575, -94.6872267067)",7651,Midwest,West North Central
Kansas,KS,Topeka,127473,20,32.1,62.3,6.2,6,67.1,70.6,63.4,7.2,38.2,39.6,64.6,10.8,34,26.1,75.9,34.9,79.2,11.5,3.1,"(39.0359549911, -95.6954155341)",7651,Midwest,West North Central
Kansas,KS,Wichita,382368,20,32.3,61.2,6.2,6.1,67.9,70.6,64.3,6.8,33.3,32.3,63.2,11.1,34,25.8,74.5,34.3,81,11.6,3.1,"(37.690561478, -97.3429366807)",7651,Midwest,West North Central
Kentucky,KY,Lexington,295803,10.4,36.2,63.9,6.6,7.2,73,75.3,69.6,8.3,40.4,43.8,64.8,10.8,36.2,26.3,81.9,30.8,81.9,13.7,3,"(38.0423254022, -84.4587259608)",8004,South,East South Central
Kentucky,KY,Louisville,597337,11.4,35.2,67.2,6.5,7.5,73.3,75.7,67.6,9.5,38,38.3,60.1,11.4,35,27.8,80.8,32.9,80.7,14.2,3.3,"(38.1777689918, -85.6664099974)",8004,South,East South Central
Louisiana,LA,Baton Rouge,229493,22.9,41.6,68.3,5.9,7.7,77,74.5,62.3,7.1,39.3,32.7,56.2,12.6,32.8,30.4,79.8,36.8,82.3,14.4,4,"(30.4510891679, -91.1263551997)",7815,South,West South Central
Louisiana,LA,Kenner,66702,23,35.6,64.1,5.8,7.2,75.1,73.8,63.7,6.2,35.9,35,59.7,10.6,33.4,29.1,82.4,36.7,84.5,13.3,3.1,"(30.0106937201, -90.2550320135)",7815,South,West South Central
Louisiana,LA,Lafayette,120623,20.4,36.7,66.9,6.1,7.5,74.5,72.5,63,6.9,35.1,35.5,59.6,10.6,32.8,27.8,77.9,34.1,81.4,13.6,3.4,"(30.2120582815, -92.0317532321)",7815,South,West South Central
Louisiana,LA,Lake Charles,71993,25.3,42.4,68.3,6,8,76.9,73.4,60.7,7.8,32.1,33.5,49.9,12.7,34.9,32.5,78.4,36.9,81,15.6,4.2,"(30.2030679966, -93.2148796496)",7815,South,West South Central
Louisiana,LA,New Orleans,343829,23.4,41.2,69.9,5.5,7.7,74.7,74.3,62.7,6.9,37.7,31.4,55.8,13,33.1,28.2,80.8,34.4,83.4,14.9,4.3,"(30.0687009935, -89.9316317895)",7815,South,West South Central
Louisiana,LA,Shreveport,199311,24.7,43.5,68.2,5.9,7.8,75.7,73.1,58.9,7.5,34.5,36,52.7,12.7,35.1,31.7,76.5,37.1,82.5,15.3,4.2,"(32.4671618864, -93.7962236108)",7815,South,West South Central
Maine,ME,Portland,66194,14,28.3,59.1,6.5,5.8,70.1,75.9,72.8,6.4,37.7,35.7,67.6,8.2,30.7,18,81.6,26.2,82.8,10.6,2.6,"(43.6779836271, -70.2752544531)",9531,Northeast,New England
Maryland,MD,Baltimore,620961,14.7,38.8,67.4,5.7,6.4,75.4,76.4,65.8,8,29.6,32.6,59.7,14,33,26.3,83.3,35.6,85.2,13.5,4.5,"(39.3084523991, -76.6160492311)",8602,South,South Atlantic
Massachusetts,MA,Boston,617594,10,29.5,59.6,5.8,6,75.6,78.4,67.8,6.7,29.1,31.9,65.9,10.8,31.1,21.6,86.6,26,85,12.3,3.1,"(42.3155796777, -71.0916505804)",10559,Northeast,New England
Massachusetts,MA,Brockton,93810,12,34.4,61.8,6.4,7,80.9,79.7,63.7,9.4,25.4,26.7,55.7,12.4,32.8,28.8,83.4,35.9,84.4,15.3,3.5,"(42.082071372, -71.0241656338)",10559,Northeast,New England
Massachusetts,MA,Cambridge,105162,5.6,28.4,57.3,6.6,4.9,76.4,80.9,73.9,4.8,34,32.4,74.3,8.2,31.3,17.7,88,23.3,87.5,9,2.2,"(42.3758188051, -71.1183992378)",10559,Northeast,New England
Massachusetts,MA,Fall River,88857,11.7,32,60.4,6.8,7.6,80.1,78.8,64.4,11.1,29.3,22.6,55.3,11.7,38.6,28.8,82.9,32.5,82.9,17.5,3.5,"(41.7139907598, -71.0996396919)",10559,Northeast,New England
Massachusetts,MA,Lawrence,76377,21.7,33.4,58.9,5.4,7.5,76.9,74.8,58.4,8.7,23.4,21.7,53.5,15.1,35.9,34.9,83.1,35.9,84.2,18.6,3.4,"(42.7002772201, -71.1626790341)",10559,Northeast,New England
Massachusetts,MA,Lowell,106519,11.6,28.6,57.3,6.3,6.3,74.1,79.6,65,7.5,29.5,27.4,60.2,10.8,32,27.8,84,26.7,81,13.5,2.9,"(42.6388727331, -71.321714396)",10559,Northeast,New England
Massachusetts,MA,Lynn,90329,13.7,32.6,59.4,6.2,6.8,78.4,77.3,66.3,8.7,26.8,27,60.9,11.7,34.7,28.7,84.9,31.6,85.5,15.2,3.2,"(42.4783322881, -70.9662372538)",10559,Northeast,New England
Massachusetts,MA,New Bedford,95072,13.5,32.6,60.4,6.6,7.7,80.2,78.4,64,10.8,28.7,22.3,54.4,12.4,38.6,29.5,82.9,33.6,83.1,17.9,3.6,"(41.6712667258, -70.9441204537)",10559,Northeast,New England
Massachusetts,MA,Newton,85146,4.1,25.3,55.1,6.8,4.4,76.6,82.5,76.9,4.1,36.3,35.9,79.4,6.7,30.5,14.9,88.9,20.4,89.4,7.4,1.8,"(42.3316567616, -71.2084466944)",10559,Northeast,New England
Massachusetts,MA,Quincy,92271,7,27.4,60.9,6.5,5.2,76.3,81.3,69.4,6.2,30.6,30.7,69.7,9,30.6,21.4,86.6,21.9,84.1,10.4,2.4,"(42.2492981918, -71.0218764062)",10559,Northeast,New England
Massachusetts,MA,Somerville,75754,7,27.9,56.4,6.6,5.5,75.4,81,70.9,5.9,32.6,30.7,70.8,8.8,31.4,20.2,86.4,24.8,86.6,10.5,2.5,"(42.3905738858, -71.1017450879)",10559,Northeast,New England
Massachusetts,MA,Springfield,153060,17.6,35.6,62.6,6,7.3,76.5,75.5,63.3,9.5,26.9,26.8,56.8,14,33.7,33.3,83,33.1,82.7,18,3.8,"(42.1154977999, -72.5395254143)",10559,Northeast,New England
Massachusetts,MA,Worcester,181045,11.2,30.3,59.8,6.5,6.4,77.4,78.7,66.9,7.5,29.8,28.7,62.7,10.8,33.9,24.9,84.7,31.1,85.4,13.2,2.9,"(42.2705425446, -71.8079404584)",10559,Northeast,New England
Michigan,MI,Ann Arbor,113934,9.4,27.3,57.1,6.4,5.1,69.3,76.1,74.6,5,35.6,41.7,77.4,7.6,33.1,16.8,85.9,26.4,84,8.6,2.2,"(42.2756833567, -83.7311374448)",8055,Midwest,East North Central
Michigan,MI,Dearborn,98153,16.3,32.3,56.5,6.8,7.3,67.2,74.6,64.1,9.6,34.9,30.9,63.8,9.5,36.8,25.6,79.4,31.2,78.4,14,3.2,"(42.3126884626, -83.2129368006)",8055,Midwest,East North Central
Michigan,MI,Detroit,713777,25.5,46.3,64.5,5.9,8.4,74.5,74.2,58.6,10.8,24.5,21.2,47.2,17.6,36.6,36.4,81.8,45.2,78,18.3,5.8,"(42.3847015631, -83.1053178776)",8055,Midwest,East North Central
Michigan,MI,Farmington Hills,79740,9,28.7,57.8,6.6,5.3,72.2,79.9,71.6,5.2,35.1,37.5,76.4,7.9,32.9,18.1,82.5,26.4,85.8,8.7,2.3,"(42.4859956992, -83.3771159714)",8055,Midwest,East North Central
Michigan,MI,Flint,102434,23.3,42.9,62.7,6,8.4,72.8,72.4,59.8,11.4,27,24.1,52.4,15.8,34.8,36.4,80.1,42.7,78,18.7,5.2,"(43.0236339386, -83.6920640313)",8055,Midwest,East North Central
Michigan,MI,Grand Rapids,188040,17.5,35.9,60.1,6.4,6.8,71.4,74.6,66.5,7.9,35.5,38.5,64.5,11,35,27,81.9,35.1,81.5,13.9,3.3,"(42.9614815414, -85.6556858473)",8055,Midwest,East North Central
Michigan,MI,Kalamazoo,74262,17.3,34.7,60.8,6.5,7.3,70.7,72.1,66.4,9,35.3,31.7,61.4,11.5,34.9,26.3,79.9,41.2,80.1,14.8,3.6,"(42.2748756474, -85.588188576)",8055,Midwest,East North Central
Michigan,MI,Lansing,114297,17.2,34.2,60.9,6.3,7.2,68.4,73.9,65.8,8.5,33.5,30,63.2,11.6,36,28.2,78.9,36.1,80.6,14.2,3.5,"(42.7090711751, -84.5584470022)",8055,Midwest,East North Central
Michigan,MI,Livonia,96942,9,28.1,53.6,6.8,5.6,69.6,78.4,72.6,6,38.6,36.4,76.4,7.2,34.9,18.2,84.2,25.7,86.2,9,2.2,"(42.3971592737, -83.3733073683)",8055,Midwest,East North Central
Michigan,MI,Rochester Hills,70995,8.6,27,56,6.6,5.2,70.8,79.8,72,5.1,35.9,38.6,77.8,7.2,33.1,17.3,82,24.7,85.4,8.4,2.1,"(42.6645256768, -83.1563037157)",8055,Midwest,East North Central
Michigan,MI,Southfield,71739,13.1,37.8,63.3,6.2,6,76.6,79.8,69,6.3,29.3,31.7,66.8,12.1,32.7,23.6,83.8,36.7,86.1,11.3,3.5,"(42.4765016267, -83.2605284738)",8055,Midwest,East North Central
Michigan,MI,Sterling Heights,129699,12.2,32.4,59,6.5,6.5,70.1,76,69.9,7.4,37.2,31.3,69.8,8.7,35.5,24.7,79.4,30.9,80.7,11.5,2.7,"(42.580985283, -83.0303680858)",8055,Midwest,East North Central
Michigan,MI,Troy,80980,8.5,27,56.1,6.4,5.2,71,79.4,71.3,4.9,35.4,38,77.7,7.4,33.2,17.6,81.9,23.2,84.4,8.2,2.1,"(42.5817340358, -83.1457545154)",8055,Midwest,East North Central
Michigan,MI,Warren,134056,16,34.7,60.8,6.5,7.3,69.8,75.1,66.4,9,35.6,28.9,63.1,10.1,35.9,29,77.4,34.9,77.6,13.9,3.2,"(42.4934233034, -83.0270075248)",8055,Midwest,East North Central
Michigan,MI,Westland,84094,14.1,31.9,56.9,6.7,6.6,69.6,76.8,66.5,8.2,34.8,31.4,66.6,9.4,35.7,24.6,81.4,31,81.9,12.3,3,"(42.3192220455, -83.3805461719)",8055,Midwest,East North Central
Michigan,MI,Wyoming,72125,16.2,32.6,57.4,6.4,6.7,70.5,75.6,67,7.8,35.7,38.3,66.7,9.9,34.7,26.3,81.3,32.6,82.3,13.1,2.9,"(42.8909745661, -85.7067229249)",8055,Midwest,East North Central
Minnesota,MN,Bloomington,82893,8.5,24.4,55.4,5.9,4.7,67.6,77.2,69.6,4,32.5,37.9,74.9,6.7,31.3,17.5,81.3,23.1,85.6,7.7,2.2,"(44.8305852429, -93.3150995817)",8871,Midwest,West North Central
Minnesota,MN,Brooklyn Park,75781,11.1,26.5,57.8,5.6,5.1,68.8,76.7,66.4,4.5,30,35.1,69,8.3,31.4,21.3,80.2,25.4,82.8,8.9,2.7,"(45.1112033916, -93.3505067942)",8871,Midwest,West North Central
Minnesota,MN,Duluth,86265,10.5,25.5,59.4,6.1,5.8,66.7,73.5,64.4,5.6,35.9,33.6,67.2,8.1,29.1,21.5,74.7,30.1,80.8,10.5,2.8,"(46.7854703427, -92.1342013763)",8871,Midwest,West North Central
